id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
19909143,https://www.airbnb.com/rooms/19909143,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,,,https://a0.muscache.com/pictures/752ec42e-2559-44f9-ae98-560df274e8f3.jpg,96407320,https://www.airbnb.com/users/show/96407320,Aranka,2016-09-23,Netherlands,"",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/User-96407320/original/a3460413-5ad8-4c05-ad37-98207173f782.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-96407320/original/a3460413-5ad8-4c05-ad37-98207173f782.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Visserijbuurt,Wijk 07 Scheveningen,52.10418,4.27622,Entire condo,Entire home/apt,2,,1.5 baths,,1,[],$180.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,13,21,21,26,2023-12-23,16,1,0,2017-08-31,2023-08-20,4.69,4.75,4.5,5.0,4.94,5.0,4.56,0518 2A29 3881 0F97 4D50,f,1,1,0,0,0.21
20205428,https://www.airbnb.com/rooms/20205428,20231223055446,2023-12-23,city scrape,Home in Den Haag · 1 bedroom · 1 bed · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-20205428/original/cf64ba1b-79af-4302-8d4f-adb8489191e8.jpeg,48388151,https://www.airbnb.com/users/show/48388151,Willy,2015-11-07,"The Hague, Netherlands",Reist veel en zoek lokale plekken,within an hour,100%,50%,f,https://a0.muscache.com/im/pictures/user/9347e7ff-5da3-4e50-803c-bb407f91f5d4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9347e7ff-5da3-4e50-803c-bb407f91f5d4.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Rivierenbuurt-Noord,Wijk 27 Stationsbuurt,52.074488581406705,4.3230593695915625,Entire home,Entire home/apt,2,,2 baths,,1,[],$200.00,2,28,2,2,28,28,2.0,28.0,,t,15,45,75,75,2023-12-23,1,1,0,2023-11-11,2023-11-11,4.0,4.0,5.0,5.0,5.0,4.0,5.0,0518 E116 6C5C 5885 48EB,f,1,1,0,0,0.70
20304445,https://www.airbnb.com/rooms/20304445,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.85 · 1 bedroom · 2 beds · 1 bath,,"For centuries, this neighbourhood is the home and workplace of many artists and free spirits. The house where the philosopher Spinoza lived is just around the corner. Three master painters of the Golden Age, Paulus Potter, Jan van Goyen and Jan Steen lived and worked from the Dunne Bierkade (opposite the apartment), the place where beer was delivered into the city. You can still enjoy a beer here, cosy establishments can be found along the old routes of the canal boats, with appropriate names like De Pakschuit or De Paas. The canals and old avenues are being restored more and more. You can embark on a boat cruise of The Hague or the neighbouring municipalities. Those who like to discover on their own can hire canoes and explore the waterways themselves.",https://a0.muscache.com/pictures/cbbd482f-e388-46c2-9351-4767c63fd082.jpg,7677289,https://www.airbnb.com/users/show/7677289,Marjan,2013-07-23,"The Hague, Netherlands","My name is Marjan and I'm living together with my husband and son in a 17th century house canal in The Hague city centre. My daughter is moved out already and she is studying Architecture in Belgium. We love to go out for dinner, to enjoy the sunset at the beach, to cycle in the dunes or to stay at home and prepare an excellent meal for friends. I love cooking, fine arts, reading, styling interiors, visiting antique and flea markets and travelling around. Futhermore I work in Amsterdam as a brand strategist and I travel by train in just 45 minutes to my office in the middle of the city center of Amsterdam. We look forward to welcome you!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/173b3ffb-ec53-4e11-9994-8973e9129f82.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/173b3ffb-ec53-4e11-9994-8973e9129f82.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Zuidwal,Wijk 28 Centrum,52.07371,4.31637,Entire rental unit,Entire home/apt,3,,1 bath,,2,[],$145.00,7,60,2,7,1125,1125,5.6,1125.0,,t,12,19,19,186,2023-12-23,175,32,2,2017-09-24,2023-12-11,4.85,4.89,4.75,4.97,4.95,4.94,4.73,0518E636E6103E3358D8,f,1,1,0,0,2.30
20327977,https://www.airbnb.com/rooms/20327977,20231223055446,2023-12-23,city scrape,Home in Den Haag · ★4.94 · 2 bedrooms · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/5104002d-f4ba-4983-bed3-226cc74d7fa0.jpg,9449439,https://www.airbnb.com/users/show/9449439,Mieke,2013-10-15,"The Hague, Netherlands","",within a few hours,100%,57%,f,https://a0.muscache.com/im/pictures/user/0a82eea9-1bda-4295-84d3-282454af486a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a82eea9-1bda-4295-84d3-282454af486a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Scheveningen Badplaats,Wijk 07 Scheveningen,52.10768,4.27624,Entire home,Entire home/apt,4,,1 bath,,3,[],$149.00,2,1125,1,5,1125,1125,5.0,1125.0,,t,1,1,22,22,2023-12-23,51,1,0,2017-08-27,2023-08-14,4.94,4.9,4.92,4.96,4.96,4.98,4.7,05189D8ED58B63E991A5,f,1,1,0,0,0.66
20476613,https://www.airbnb.com/rooms/20476613,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.78 · 1 bedroom · 2 beds · 1 bath,,"Hip neighbourhood with lot of expats and creative people. Very international and relaxed. Plenty of places to eat or have a drink nearby. There are many places of interest around in this area (Peace Palace, Panorama Mesdag, Gemeente museum, etc.). Beach is also located close by. Enjoy!",https://a0.muscache.com/pictures/95414d8d-d1c3-4b07-a1ab-8f2f796854a1.jpg,49763627,https://www.airbnb.com/users/show/49763627,Jan,2015-11-24,"The Hague, Netherlands","",within a few hours,100%,93%,f,https://a0.muscache.com/im/pictures/user/5acaa460-9f2e-449c-8b57-a6a80eed6f71.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5acaa460-9f2e-449c-8b57-a6a80eed6f71.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Koningsplein en omgeving,Wijk 21 Regentessekwartier,52.08155,4.28736,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$148.00,1,30,1,1,30,30,1.0,30.0,,t,21,21,21,21,2023-12-23,18,6,1,2018-05-16,2023-12-16,4.78,4.78,4.44,5.0,5.0,4.94,4.72,0518F000F4B04C974975,f,1,1,0,0,0.26
20644021,https://www.airbnb.com/rooms/20644021,20231223055446,2023-12-23,previous scrape,Home in Den Haag · ★4.40 · 3 bedrooms · 5 beds · 2 baths,,"Very cosy neighbourhood, it is a quiet and relaxed place, even though it is near the city centre. The houses are from 2011 and there are many families living in a square with gardens that come together in a ´hof´. You can choose to use the ´hof´ (for example to let your children play there) or choose to stay in the house and garden when you appreciate your privacy.",https://a0.muscache.com/pictures/miso/Hosting-20644021/original/5d981cf3-ced2-4eee-8299-99c58c88d8c1.jpeg,40517040,https://www.airbnb.com/users/show/40517040,Heleen,2015-08-04,"The Hague, Netherlands","We are a family of five (kids are from 2011,2014,2017). We have rented with air bnb several times and now we would like to return the favor. We love the city of The Hague and surroundings and hope you will enjoy it as much as we do. ",within a few hours,100%,25%,f,https://a0.muscache.com/im/users/40517040/profile_pic/1438976900/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/40517040/profile_pic/1438976900/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Rond de Energiecentrale,Wijk 21 Regentessekwartier,52.07354,4.28897,Entire home,Entire home/apt,5,,2 baths,,5,[],,3,1125,3,3,1125,1125,3.0,1125.0,,,0,0,0,0,2023-12-23,5,0,0,2017-10-20,2018-08-19,4.4,4.8,5.0,5.0,5.0,5.0,4.6,0518F37905E149F44A6B,f,1,1,0,0,0.07
26743277,https://www.airbnb.com/rooms/26743277,20231223055446,2023-12-23,previous scrape,Home in Den Haag · ★4.93 · 3 bedrooms · 4 beds · 1 bath,,"This house is in a quiet part of the haque. There is not much traffic around and you will find several nice parks with playgrounds for kids. You are near:<br />Beach resort Kijkduin (15 minute walk, 5 by car)<br />Beach resort Scheveningen with the famous harbor, SeaLife, Lots of shopping, restaurants etc. (30 minute by bus, 15 minute by car)<br />The Hague city centre with many nice cultural places to visit and lots of shopping areas.<br /><br />For inspiration on places to visit see: http://denhaag.com/en",https://a0.muscache.com/pictures/ad8e86ee-8031-4369-b6e5-47c43dae1b90.jpg,8250854,https://www.airbnb.com/users/show/8250854,Tim,2013-08-19,"The Hague, Netherlands","I live with my family in the Hague. We have a lovely house near the beach that we love to share with other people several times a year, often during holidays.

It's always a pleasure to hear that quests loved staying at our house. There is a lot to do and to see in the Hague! 

I work as a software engineer and love to sport. Especially running is my favorite. From our house I often run through the dunes of Kijkduin to the harbor of Scheveningen and back.

Me and my family hope to welcome you in our house.",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/4cca2eef-99a2-45a7-b166-d5d963fe5306.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4cca2eef-99a2-45a7-b166-d5d963fe5306.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Den Haag, Zuid-Holland, Netherlands",Nieuw Waldeck,Wijk 18 Waldeck,52.05884,4.24419,Entire home,Entire home/apt,5,,1 bath,,4,[],$180.00,12,30,12,12,1125,1125,12.0,1125.0,,t,0,0,0,0,2023-12-23,15,0,0,2018-08-28,2022-07-25,4.93,4.8,4.93,5.0,5.0,4.8,4.87,0518 14A0 CE38 AA62 ABB5,f,1,1,0,0,0.23
20686584,https://www.airbnb.com/rooms/20686584,20231223055446,2023-12-23,previous scrape,Villa in Den Haag · ★4.85 · 2 bedrooms · 4 beds · 1 bath,,"The cottage is located in Kijkduin, The Hague. Kijkduin is a beautiful nature reserve where you can go out for a long walk or cycle along the coast or just enjoy and relax at the beach. Within 15 minutes you are in the city center of The Hague. The Hague is a beautiful city with typical Dutch architecture and has a lot to offer whether you are into culture, music, shopping or party. You'd rather prefer to stay near to the beach? Try a (kite) surf introduction course or visit Kijkduin (Deltaplein). You'll find some nice restaurants at the boulevard or at the beach and watch the beautiful sunset. Also Scheveningen is close-by and fun to visit.",https://a0.muscache.com/pictures/d4a8210d-857a-48cc-a68d-353dce419c9a.jpg,148027125,https://www.airbnb.com/users/show/148027125,Debby,2017-08-28,"The Hague, Netherlands","Hi,

My name is Debby and I rent out our family beach cottage.  We spend our holiday here ones or twice a year. That's why we would like to share it with other Airbnb-ers and make it a happy holiday home for other families :)",N/A,N/A,60%,f,https://a0.muscache.com/im/pictures/user/49b5cfa0-c877-44c9-918b-190ff0405590.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/49b5cfa0-c877-44c9-918b-190ff0405590.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Ockenburgh,Wijk 15 Kijkduin en Ockenburgh,52.0557,4.2131,Entire villa,Entire home/apt,5,,1 bath,,4,[],$254.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,0,2,2,2023-12-23,33,4,0,2018-02-12,2023-10-04,4.85,4.82,4.73,4.91,4.94,4.76,4.7,Exempt,f,1,1,0,0,0.46
20723431,https://www.airbnb.com/rooms/20723431,20231223055446,2023-12-23,city scrape,Loft in Den Haag · ★4.87 · 2 bedrooms · 1 bed · 1 shared bath,,"U verblijft in het oudste gedeelte van Den Haag, een parel van de binnenstad. Mijn appartement bevindt zich midden in het hofkwartier, grenzend aan de paleistuin en het paleis Noordeinde. Binnen loopafstand van winkels, restaurants en allerlei gezelligheid. Aan de achterzijde (waar u overnacht) hoort u alleen de vogels fluiten en bevindt u zich in alle rust en kijkt u uit op de rustgevende paleistuin en paleis Noordeinde.",https://a0.muscache.com/pictures/ccc11b2e-3fba-4a44-b2cf-bdd7aad653e9.jpg,148388684,https://www.airbnb.com/users/show/148388684,Marie,2017-08-30,"The Hague, Netherlands","Ik hou zelf ook erg van reizen en heb veel ervaring met andere b&b, hotels etc. wereldwijd. Vindt het heel leuk om nu zelf gasten te ontvangen en hun wegwijs te maken in het mooiste gedeelte van Den Haag, namelijk het Hofkwartier. Je kijkt bij mij uit op de tuinen van en het Paleis Noordeinde. Wat wil je nog meer! ",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/c20913f8-90f2-4af7-944a-adb705b29731.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c20913f8-90f2-4af7-944a-adb705b29731.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Kortenbos,Wijk 28 Centrum,52.07897,4.30427,Private room in loft,Private room,2,,1 shared bath,,1,[],$125.00,1,7,1,1,7,7,1.0,7.0,,t,0,2,28,28,2023-12-23,146,24,0,2017-09-09,2023-09-24,4.87,4.89,4.88,4.98,4.97,4.99,4.75,0518E4214910CF7253AD,f,1,0,1,0,1.91
20785969,https://www.airbnb.com/rooms/20785969,20231223055446,2023-12-23,city scrape,Bed and breakfast in Den Haag · ★4.93 · 1 bedroom · 2 beds · 1.5 shared baths,,"B&B Valkenbos is located B&B Valkenbos is located in the lively Regentesse/Valkenboskwartier with nice cafes, (vegan) restaurants and eateries, bustling shopping streets and good supermarkets.",https://a0.muscache.com/pictures/prohost-api/Hosting-20785969/original/6496f76b-816a-494c-90ed-8530183a1742.png,9363383,https://www.airbnb.com/users/show/9363383,Madelon,2013-10-11,"The Hague, Netherlands","Hi, ik ben Madelon. Getrouwd met Ruud. Ik houd van steden ontdekken, gezellige popconcerten en lange wandeltochten in de natuur in binnen- en buitenland. En ben verliefd op het strand. Ik houd ontzettend van vegan koken en eten (dat laatste iets te veel).",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/User-9363383/original/ba8e4415-0eeb-4262-822e-3a4fdeef9525.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-9363383/original/ba8e4415-0eeb-4262-822e-3a4fdeef9525.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'work_email']",t,t,"Den Haag, ZH, Netherlands",Valkenboskwartier,Wijk 20 Valkenboskwartier,52.07619,4.27288,Private room in bed and breakfast,Private room,2,,1.5 shared baths,,2,[],$50.00,1,28,1,2,2,1125,1.4,657.3,,t,10,37,65,137,2023-12-23,70,1,0,2018-04-22,2023-08-18,4.93,4.96,4.97,4.96,4.97,4.79,4.87,0518 D25F 4C2A 083D A90D,f,3,0,3,0,1.01
21078645,https://www.airbnb.com/rooms/21078645,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-21078645/original/fee2e0a9-3ec8-42af-b144-1c06f53b203d.jpeg,35774746,https://www.airbnb.com/users/show/35774746,Mathilde,2015-06-14,"The Hague, Netherlands","",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/06f964fe-7f04-475f-88ce-fcc2b5f0de3e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/06f964fe-7f04-475f-88ce-fcc2b5f0de3e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Koningsplein en omgeving,Wijk 21 Regentessekwartier,52.08036,4.2826,Entire rental unit,Entire home/apt,4,,2 baths,,2,[],$199.00,2,14,2,4,14,14,2.1,14.0,,t,7,7,7,7,2023-12-23,14,3,0,2018-06-10,2023-08-14,5.0,4.86,4.86,4.93,4.93,4.93,4.71,0518 414D 1C23 361F 3B44,f,1,1,0,0,0.21
21122088,https://www.airbnb.com/rooms/21122088,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · ★4.0 · 2 bedrooms · 2 beds · 1.5 baths,,"This gorgeous furnished 2 bedroom apartment is located in the beautiful center of The Hague, on walking distance to many shops and restaurants. The street is beautiful and quiet, with plenty of (paid) parking space in the neighborhood.",https://a0.muscache.com/pictures/56cbda47-a53b-4bf2-bc4a-54e2477f1019.jpg,38452410,https://www.airbnb.com/users/show/38452410,Karel,2015-07-14,"The Hague, Netherlands","",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/06eee55d-6fc4-48d6-92cd-76f2b8cd7077.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/06eee55d-6fc4-48d6-92cd-76f2b8cd7077.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Den Haag, ZH, Netherlands",Kortenbos,Wijk 28 Centrum,52.0776,4.30241,Entire serviced apartment,Entire home/apt,2,,1.5 baths,,2,[],$48.00,123,1125,123,123,1125,1125,123.0,1125.0,,t,0,0,0,143,2023-12-23,4,0,0,2019-08-09,2022-08-19,4.0,4.5,4.5,4.5,4.0,5.0,3.75,Exempt,f,1,1,0,0,0.08
21173802,https://www.airbnb.com/rooms/21173802,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.84 · 3 bedrooms · 1.5 baths,,"Around the corner there are nice bars, coffeeshops, vintage shops, barbershops etc. A gracerystore is 5 min walk.",https://a0.muscache.com/pictures/e61968c2-4241-41fb-9ce7-b90db67b163e.jpg,39679297,https://www.airbnb.com/users/show/39679297,Marjon,2015-07-27,"The Hague, Netherlands","Hallo, ik ben Marjon, getrouwd met Paul en samen hebben we twee lieve jongens. 
We wonen en werken in Den haag en gaan vaak naar het strand.
Groeten! ",within a few hours,100%,64%,f,https://a0.muscache.com/im/pictures/user/92667416-1347-4481-956c-3c90f9948eed.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/92667416-1347-4481-956c-3c90f9948eed.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Koningsplein en omgeving,Wijk 21 Regentessekwartier,52.07759,4.28473,Entire rental unit,Entire home/apt,6,,1.5 baths,,,[],$300.00,5,28,4,5,28,28,5.0,28.0,,t,3,7,13,54,2023-12-23,25,5,0,2017-10-21,2023-10-22,4.84,4.76,4.48,5.0,4.96,5.0,4.52,0518 9418 6AFE 0B53 D515,f,1,1,0,0,0.33
21268459,https://www.airbnb.com/rooms/21268459,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.64 · Studio · 2 beds · 1.5 baths,,"The place itself is quiet but you are around the corner of restaurants, shops, beach etc. Also it is easy to reach the Hague city and other cities: public transport is at your doorstep.",https://a0.muscache.com/pictures/b65ad1ae-4cb7-4626-a6c9-14404713f98a.jpg,153843271,https://www.airbnb.com/users/show/153843271,Family,2017-10-09,"The Hague, Netherlands","Hi! I am Donald. For work I travel all over the world and I am fortunate to see many different places. But to be honest: Scheveningen is my favorite, it is the homebase and I like all aspects of living in this town. It is vibrant but also easy going and the house is in a quiet green zone, close to the sea. all ingredients for a nice holiday! Me and my family will make sure you will find a comfortable place to stay!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e7a6933a-f639-44bd-ba18-d382b2f68f05.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e7a6933a-f639-44bd-ba18-d382b2f68f05.jpg?aki_policy=profile_x_medium,,4,7,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Rijslag,Wijk 07 Scheveningen,52.11058,4.2841,Entire rental unit,Entire home/apt,2,,1.5 baths,,2,[],$110.00,2,150,2,2,1125,1125,2.0,1125.0,,t,0,0,0,265,2023-12-23,129,27,0,2017-12-27,2023-11-01,4.64,4.77,4.64,4.91,4.92,4.92,4.48,0518 B986 B111 EA2E 9642,t,4,4,0,0,1.77
21597866,https://www.airbnb.com/rooms/21597866,20231223055446,2023-12-23,previous scrape,Rental unit in Den Haag · ★5.0 · 4 bedrooms · 6 beds · 1.5 baths,,"The apartment is located on a quiet street in the sought after Regentessekwartier, next to Zeeheldenkwartier and Duinoord. This multicultural, vibrant neighbourhood is a well-loved place to live, with restaurants, cafés, bakeries, bars and gyms close by. Grocery shops, including a large health food store, are around the corner. We also love being close to The Hague centre and the beautiful dunes and beach with excellent seaside cafés/restaurants. International organisations like the ICTY, OPCW and the Peace Palace, and countless embassies are also close by.<br /><br />Just around the corner is Emma’s Hof, a truly lovely urban garden/park maintained by local residents, offering a quiet place for nature lovers to read or share a drink/picnic. The Dutch King and Queen have supported this special community-run space.",https://a0.muscache.com/pictures/15ec20c9-63c0-4e47-a9df-5ebec5ebf142.jpg,4139373,https://www.airbnb.com/users/show/4139373,Danya,2012-11-13,"The Hague, Netherlands",We're Danya (Canadian) and Emiel (Dutch) living in The Hague with our two young girls. We're a fun loving professional couple who like to travel as much as possible. Hope to meet you soon!,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/9b515a9a-30a1-4378-b0f4-6f0ae6ff5cb2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b515a9a-30a1-4378-b0f4-6f0ae6ff5cb2.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,"Den Haag, Zuid-Holland, Netherlands",Koningsplein en omgeving,Wijk 21 Regentessekwartier,52.07722091674805,4.280799865722656,Entire rental unit,Entire home/apt,6,,1.5 baths,,6,[],,4,50,4,4,50,50,4.0,50.0,,,0,0,0,0,2023-12-23,7,1,0,2017-12-29,2023-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0518 6731 C9D7 4C50 D617,f,1,1,0,0,0.10
21735855,https://www.airbnb.com/rooms/21735855,20231223055446,2023-12-23,city scrape,Townhouse in Den Haag · ★4.82 · 1 bedroom · 2 beds · 1 private bath,,"Lively multicultural neighborhood in the old central part of the town. Lovely Huygens park around the corner, as well as canals with traditional pubs, terraces and variety of lunch rooms and restaurants. Variety of local stores, bakeries and supermarkets.",https://a0.muscache.com/pictures/miso/Hosting-21735855/original/58ce11f2-e900-4d5e-b6eb-239ed85ecdfe.jpeg,61794951,https://www.airbnb.com/users/show/61794951,Duanpen,2016-03-06,"The Hague, Netherlands","",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/7f2fefa7-ffb2-4563-abae-1e15df95934f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7f2fefa7-ffb2-4563-abae-1e15df95934f.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Huygenspark,Wijk 27 Stationsbuurt,52.07153,4.31978,Private room in townhouse,Private room,3,,1 private bath,,2,[],$93.00,1,7,1,1,7,7,1.0,7.0,,t,0,0,7,97,2023-12-23,311,67,0,2017-12-29,2023-10-22,4.82,4.88,4.96,4.91,4.89,4.79,4.69,0518 8DAC 67D5 6742 741C,f,2,0,2,0,4.27
22073613,https://www.airbnb.com/rooms/22073613,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · 1 bedroom · 2 beds · 1.5 baths,,,https://a0.muscache.com/pictures/c9adc268-58fb-4a3c-aac2-818e07b7cf38.jpg,9165668,https://www.airbnb.com/users/show/9165668,Robert,2013-10-01,"The Hague, Netherlands","Multiple properties in The Hague also for longer stays.

About me:
I was born in the Netherlands and traveled all over the world, at this moment I own a housing company in The Hague. Aiming for a comfortable life with freedom, travel and (spiritual) growth

Comapany(four star apartments)
My company has over 50 apartments for long and short stay.  We have a hosting team to lookout for your comfort and to makesure that you have a smooth stay.",within an hour,96%,81%,f,https://a0.muscache.com/im/pictures/user/69b0ad12-df4f-4791-bf72-886f32eb1b7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/69b0ad12-df4f-4791-bf72-886f32eb1b7c.jpg?aki_policy=profile_x_medium,,31,80,"['email', 'phone', 'work_email']",t,t,,Bezuidenhout-West,Wijk 26 Bezuidenhout,52.07839,4.33336,Entire rental unit,Entire home/apt,2,,1.5 baths,,2,[],$190.00,11,1124,11,11,1124,1124,11.0,1124.0,,t,30,60,90,365,2023-12-23,0,0,0,,,,,,,,,,Exempt,f,29,29,0,0,
22130112,https://www.airbnb.com/rooms/22130112,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.82 · Studio · 1 bed · 1 bath,,"The Hague offers beach life and urban life in equal measure. The apartment is a short walk from the Boulevard with its shopping area, pubs and restaurants. Roam the sand and paddle in the sea, then explore the cosmopolitan and historic city center.",https://a0.muscache.com/pictures/93e3175c-7fde-4e09-a2e5-6f5ac8d0b373.jpg,33132059,https://www.airbnb.com/users/show/33132059,Stefanie,2015-05-11,"The Hague, Netherlands",My host Wouter will be here on your arrival to welcome you and point you in the right direction. Let him know what your interests are and I am sure he knows the right place to go !,N/A,N/A,99%,t,https://a0.muscache.com/im/pictures/user/User-33132059/original/e644b018-adbf-4346-b5c8-f47bb2084df6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-33132059/original/e644b018-adbf-4346-b5c8-f47bb2084df6.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'work_email']",t,t,"Den Haag, Zuid-Holland, Netherlands",Vissershaven,Wijk 07 Scheveningen,52.09739,4.27079,Entire condo,Entire home/apt,2,,1 bath,,1,[],$139.00,1,16,1,2,1125,1125,1.3,1125.0,,t,0,0,0,114,2023-12-23,310,54,0,2019-04-29,2023-10-01,4.82,4.88,4.95,4.92,4.91,4.72,4.59,0518 DDA4 C8BD 104A 1EDA,f,3,3,0,0,5.47
